time_ist,action,proto,src_ip,src_port,dst_ip,dst_port,bytes,duration_ms
2026-09-05 14:01:25 IST,ALLOW,TCP,10.10.20.21,51053,185.220.101.47,8443,4361,107
2026-09-05 14:32:02 IST,ALLOW,TCP,10.10.20.21,51054,185.220.101.47,8443,4414,136
2026-09-05 15:02:39 IST,ALLOW,TCP,10.10.20.21,51055,185.220.101.47,8443,3740,165
2026-09-05 15:31:15 IST,ALLOW,TCP,10.10.20.21,51056,185.220.101.47,8443,3793,104
2026-09-05 16:01:52 IST,ALLOW,TCP,10.10.20.21,51057,185.220.101.47,8443,3846,133
2026-09-05 16:32:29 IST,ALLOW,TCP,10.10.20.21,51058,185.220.101.47,8443,3899,162
2026-09-05 17:01:05 IST,ALLOW,TCP,10.10.20.21,51059,185.220.101.47,8443,3952,101
2026-09-05 17:31:42 IST,ALLOW,TCP,10.10.20.21,51060,185.220.101.47,8443,4005,130
2026-09-05 18:02:19 IST,ALLOW,TCP,10.10.20.21,51061,185.220.101.47,8443,4058,159
2026-09-05 18:32:56 IST,ALLOW,TCP,10.10.20.21,51062,185.220.101.47,8443,4111,188
2026-09-05 19:01:32 IST,ALLOW,TCP,10.10.20.21,51063,185.220.101.47,8443,4164,127
2026-09-05 19:32:09 IST,ALLOW,TCP,10.10.20.21,51064,185.220.101.47,8443,4217,156
2026-09-05 20:02:46 IST,ALLOW,TCP,10.10.20.21,51065,185.220.101.47,8443,4270,185
2026-09-05 20:31:22 IST,ALLOW,TCP,10.10.20.21,51066,185.220.101.47,8443,4323,124
2026-09-05 21:01:59 IST,ALLOW,TCP,10.10.20.21,51067,185.220.101.47,8443,4376,153
2026-09-05 21:32:36 IST,ALLOW,TCP,10.10.20.21,51068,185.220.101.47,8443,4429,182
2026-09-05 22:01:12 IST,ALLOW,TCP,10.10.20.21,51069,185.220.101.47,8443,3755,121
2026-09-05 22:31:49 IST,ALLOW,TCP,10.10.20.21,51070,185.220.101.47,8443,3808,150
2026-09-05 23:02:26 IST,ALLOW,TCP,10.10.20.21,51071,185.220.101.47,8443,3861,179
2026-09-05 23:31:02 IST,ALLOW,TCP,10.10.20.21,51072,185.220.101.47,8443,3914,118
2026-09-06 00:01:39 IST,ALLOW,TCP,10.10.20.21,51073,185.220.101.47,8443,3967,147
2026-09-06 00:32:16 IST,ALLOW,TCP,10.10.20.21,51074,185.220.101.47,8443,4020,176
2026-09-06 01:02:53 IST,ALLOW,TCP,10.10.20.21,51075,185.220.101.47,8443,4073,115
2026-09-06 01:31:29 IST,ALLOW,TCP,10.10.20.21,51076,185.220.101.47,8443,4126,144
2026-09-06 02:02:06 IST,ALLOW,TCP,10.10.20.21,51077,185.220.101.47,8443,4179,173
2026-09-06 02:32:43 IST,ALLOW,TCP,10.10.20.21,51078,185.220.101.47,8443,4232,112
2026-09-06 03:01:19 IST,ALLOW,TCP,10.10.20.21,51079,185.220.101.47,8443,4285,141
2026-09-06 03:31:56 IST,ALLOW,TCP,10.10.20.21,51080,185.220.101.47,8443,4338,170
2026-09-06 04:02:33 IST,ALLOW,TCP,10.10.20.21,51081,185.220.101.47,8443,4391,109
2026-09-06 04:31:09 IST,ALLOW,TCP,10.10.20.21,51082,185.220.101.47,8443,4444,138
2026-09-06 05:01:46 IST,ALLOW,TCP,10.10.20.21,51083,185.220.101.47,8443,3770,167
2026-09-06 05:32:23 IST,ALLOW,TCP,10.10.20.21,51084,185.220.101.47,8443,3823,106
2026-09-06 06:03:00 IST,ALLOW,TCP,10.10.20.21,51085,185.220.101.47,8443,3876,135
2026-09-06 06:31:36 IST,ALLOW,TCP,10.10.20.21,51086,185.220.101.47,8443,3929,164
2026-09-06 07:02:13 IST,ALLOW,TCP,10.10.20.21,51087,185.220.101.47,8443,3982,103
2026-09-06 07:32:50 IST,ALLOW,TCP,10.10.20.21,51088,185.220.101.47,8443,4035,132
2026-09-06 08:01:26 IST,ALLOW,TCP,10.10.20.21,51089,185.220.101.47,8443,4088,161
2026-09-06 08:32:03 IST,ALLOW,TCP,10.10.20.21,51090,185.220.101.47,8443,4141,100
2026-09-06 09:02:40 IST,ALLOW,TCP,10.10.20.21,51091,185.220.101.47,8443,4194,129
2026-09-06 09:31:16 IST,ALLOW,TCP,10.10.20.21,51092,185.220.101.47,8443,4247,158
2026-09-06 10:01:53 IST,ALLOW,TCP,10.10.20.21,51093,185.220.101.47,8443,4300,187
2026-09-06 10:32:30 IST,ALLOW,TCP,10.10.20.21,51094,185.220.101.47,8443,4353,126
2026-09-06 11:01:06 IST,ALLOW,TCP,10.10.20.21,51095,185.220.101.47,8443,4406,155
2026-09-06 11:31:43 IST,ALLOW,TCP,10.10.20.21,51096,185.220.101.47,8443,4459,184
2026-09-06 12:02:20 IST,ALLOW,TCP,10.10.20.21,51097,185.220.101.47,8443,3785,123
2026-09-06 12:32:57 IST,ALLOW,TCP,10.10.20.21,51098,185.220.101.47,8443,3838,152
2026-09-06 13:01:33 IST,ALLOW,TCP,10.10.20.21,51099,185.220.101.47,8443,3891,181
2026-09-06 13:32:10 IST,ALLOW,TCP,10.10.20.21,51100,185.220.101.47,8443,3944,120
2026-09-06 14:02:47 IST,ALLOW,TCP,10.10.20.21,51101,185.220.101.47,8443,3997,149
2026-09-06 14:31:23 IST,ALLOW,TCP,10.10.20.21,51102,185.220.101.47,8443,4050,178
2026-09-06 15:02:00 IST,ALLOW,TCP,10.10.20.21,51103,185.220.101.47,8443,4103,117
2026-09-06 15:32:37 IST,ALLOW,TCP,10.10.20.21,51104,185.220.101.47,8443,4156,146
2026-09-06 16:01:13 IST,ALLOW,TCP,10.10.20.21,51105,185.220.101.47,8443,4209,175
2026-09-06 16:31:50 IST,ALLOW,TCP,10.10.20.21,51106,185.220.101.47,8443,4262,114
2026-09-06 17:02:27 IST,ALLOW,TCP,10.10.20.21,51107,185.220.101.47,8443,4315,143
2026-09-06 17:31:03 IST,ALLOW,TCP,10.10.20.21,51108,185.220.101.47,8443,4368,172
2026-09-06 18:01:40 IST,ALLOW,TCP,10.10.20.21,51109,185.220.101.47,8443,4421,111
2026-09-06 18:32:17 IST,ALLOW,TCP,10.10.20.21,51110,185.220.101.47,8443,3747,140
2026-09-06 19:02:54 IST,ALLOW,TCP,10.10.20.21,51111,185.220.101.47,8443,3800,169
2026-09-06 19:31:30 IST,ALLOW,TCP,10.10.20.21,51112,185.220.101.47,8443,3853,108
2026-09-06 20:02:07 IST,ALLOW,TCP,10.10.20.21,51113,185.220.101.47,8443,3906,137
2026-09-06 20:32:44 IST,ALLOW,TCP,10.10.20.21,51114,185.220.101.47,8443,3959,166
2026-09-06 21:01:20 IST,ALLOW,TCP,10.10.20.21,51115,185.220.101.47,8443,4012,105
2026-09-06 21:31:57 IST,ALLOW,TCP,10.10.20.21,51116,185.220.101.47,8443,4065,134
2026-09-06 22:02:34 IST,ALLOW,TCP,10.10.20.21,51117,185.220.101.47,8443,4118,163
2026-09-06 22:31:10 IST,ALLOW,TCP,10.10.20.21,51118,185.220.101.47,8443,4171,102
2026-09-06 23:01:47 IST,ALLOW,TCP,10.10.20.21,51119,185.220.101.47,8443,4224,131
2026-09-06 23:32:24 IST,ALLOW,TCP,10.10.20.21,51120,185.220.101.47,8443,4277,160
2026-09-07 00:01:00 IST,ALLOW,TCP,10.10.20.21,51121,185.220.101.47,8443,4330,189
2026-09-07 00:31:37 IST,ALLOW,TCP,10.10.20.21,51122,185.220.101.47,8443,4383,128
2026-09-07 01:02:14 IST,ALLOW,TCP,10.10.20.21,51123,185.220.101.47,8443,4436,157
2026-09-07 01:32:51 IST,ALLOW,TCP,10.10.20.21,51124,185.220.101.47,8443,3762,186
2026-09-07 02:01:27 IST,ALLOW,TCP,10.10.20.21,51125,185.220.101.47,8443,3815,125
2026-09-07 02:32:04 IST,ALLOW,TCP,10.10.20.21,51126,185.220.101.47,8443,3868,154
2026-09-07 03:02:41 IST,ALLOW,TCP,10.10.20.21,51127,185.220.101.47,8443,3921,183
2026-09-07 03:31:17 IST,ALLOW,TCP,10.10.20.21,51128,185.220.101.47,8443,3974,122
2026-09-07 04:01:54 IST,ALLOW,TCP,10.10.20.21,51129,185.220.101.47,8443,4027,151
2026-09-07 04:32:31 IST,ALLOW,TCP,10.10.20.21,51130,185.220.101.47,8443,4080,180
2026-09-07 05:01:07 IST,ALLOW,TCP,10.10.20.21,51131,185.220.101.47,8443,4133,119
2026-09-07 05:31:44 IST,ALLOW,TCP,10.10.20.21,51132,185.220.101.47,8443,4186,148
2026-09-07 06:02:21 IST,ALLOW,TCP,10.10.20.21,51133,185.220.101.47,8443,4239,177
2026-09-07 06:32:58 IST,ALLOW,TCP,10.10.20.21,51134,185.220.101.47,8443,4292,116
2026-09-07 07:01:34 IST,ALLOW,TCP,10.10.20.21,51135,185.220.101.47,8443,4345,145
2026-09-07 07:32:11 IST,ALLOW,TCP,10.10.20.21,51136,185.220.101.47,8443,4398,174
2026-09-07 08:02:48 IST,ALLOW,TCP,10.10.20.21,51137,185.220.101.47,8443,4451,113
2026-09-07 08:31:24 IST,ALLOW,TCP,10.10.20.21,51138,185.220.101.47,8443,3777,142
2026-09-07 09:02:01 IST,ALLOW,TCP,10.10.20.21,51139,185.220.101.47,8443,3830,171
2026-09-07 09:32:38 IST,ALLOW,TCP,10.10.20.21,51140,185.220.101.47,8443,3883,110
2026-09-07 10:01:14 IST,ALLOW,TCP,10.10.20.21,51141,185.220.101.47,8443,3936,139
2026-09-07 10:31:51 IST,ALLOW,TCP,10.10.20.21,51142,185.220.101.47,8443,3989,168
2026-09-07 11:02:28 IST,ALLOW,TCP,10.10.20.21,51143,185.220.101.47,8443,4042,107
2026-09-07 11:31:04 IST,ALLOW,TCP,10.10.20.21,51144,185.220.101.47,8443,4095,136
2026-09-07 12:01:41 IST,ALLOW,TCP,10.10.20.21,51145,185.220.101.47,8443,4148,165
2026-09-07 12:32:18 IST,ALLOW,TCP,10.10.20.21,51146,185.220.101.47,8443,4201,104
2026-09-07 13:02:55 IST,ALLOW,TCP,10.10.20.21,51147,185.220.101.47,8443,4254,133
2026-09-07 13:31:31 IST,ALLOW,TCP,10.10.20.21,51148,185.220.101.47,8443,4307,162
2026-09-07 14:02:08 IST,ALLOW,TCP,10.10.20.21,51149,185.220.101.47,8443,4360,101
2026-09-07 14:32:45 IST,ALLOW,TCP,10.10.20.21,51150,185.220.101.47,8443,4413,130
2026-09-07 15:01:21 IST,ALLOW,TCP,10.10.20.21,51151,185.220.101.47,8443,3739,159
2026-09-07 15:31:58 IST,ALLOW,TCP,10.10.20.21,51152,185.220.101.47,8443,3792,188
2026-09-07 16:02:35 IST,ALLOW,TCP,10.10.20.21,51153,185.220.101.47,8443,3845,127
2026-09-07 16:31:11 IST,ALLOW,TCP,10.10.20.21,51154,185.220.101.47,8443,3898,156
2026-09-07 17:01:48 IST,ALLOW,TCP,10.10.20.21,51155,185.220.101.47,8443,3951,185
2026-09-07 17:32:25 IST,ALLOW,TCP,10.10.20.21,51156,185.220.101.47,8443,4004,124
2026-09-07 18:01:01 IST,ALLOW,TCP,10.10.20.21,51157,185.220.101.47,8443,4057,153
2026-09-07 18:31:38 IST,ALLOW,TCP,10.10.20.21,51158,185.220.101.47,8443,4110,182
2026-09-07 19:02:15 IST,ALLOW,TCP,10.10.20.21,51159,185.220.101.47,8443,4163,121
2026-09-07 19:32:52 IST,ALLOW,TCP,10.10.20.21,51160,185.220.101.47,8443,4216,150
2026-09-07 20:01:28 IST,ALLOW,TCP,10.10.20.21,51161,185.220.101.47,8443,4269,179
2026-09-07 20:32:05 IST,ALLOW,TCP,10.10.20.21,51162,185.220.101.47,8443,4322,118
2026-09-07 21:02:42 IST,ALLOW,TCP,10.10.20.21,51163,185.220.101.47,8443,4375,147
2026-09-07 21:31:18 IST,ALLOW,TCP,10.10.20.21,51164,185.220.101.47,8443,4428,176
2026-09-07 22:01:55 IST,ALLOW,TCP,10.10.20.21,51165,185.220.101.47,8443,3754,115
2026-09-07 22:32:32 IST,ALLOW,TCP,10.10.20.21,51166,185.220.101.47,8443,3807,144
2026-09-07 23:01:08 IST,ALLOW,TCP,10.10.20.21,51167,185.220.101.47,8443,3860,173
2026-09-07 23:31:45 IST,ALLOW,TCP,10.10.20.21,51168,185.220.101.47,8443,3913,112
2026-09-08 00:02:22 IST,ALLOW,TCP,10.10.20.21,51169,185.220.101.47,8443,3966,141
2026-09-08 00:32:59 IST,ALLOW,TCP,10.10.20.21,51170,185.220.101.47,8443,4019,170
2026-09-08 01:01:35 IST,ALLOW,TCP,10.10.20.21,51171,185.220.101.47,8443,4072,109
2026-09-08 01:32:12 IST,ALLOW,TCP,10.10.20.21,51172,185.220.101.47,8443,4125,138
2026-09-08 02:02:49 IST,ALLOW,TCP,10.10.20.21,51173,185.220.101.47,8443,4178,167
2026-09-08 02:31:25 IST,ALLOW,TCP,10.10.20.21,51174,185.220.101.47,8443,4231,106
2026-09-08 03:02:02 IST,ALLOW,TCP,10.10.20.21,51175,185.220.101.47,8443,4284,135
2026-09-08 03:32:39 IST,ALLOW,TCP,10.10.20.21,51176,185.220.101.47,8443,4337,164
2026-09-08 04:01:15 IST,ALLOW,TCP,10.10.20.21,51177,185.220.101.47,8443,4390,103
2026-09-08 04:31:52 IST,ALLOW,TCP,10.10.20.21,51178,185.220.101.47,8443,4443,132
2026-09-08 05:02:29 IST,ALLOW,TCP,10.10.20.21,51179,185.220.101.47,8443,3769,161
2026-09-08 05:31:05 IST,ALLOW,TCP,10.10.20.21,51180,185.220.101.47,8443,3822,100
2026-09-08 06:01:42 IST,ALLOW,TCP,10.10.20.21,51181,185.220.101.47,8443,3875,129
2026-09-08 06:32:19 IST,ALLOW,TCP,10.10.20.21,51182,185.220.101.47,8443,3928,158
2026-09-08 07:02:56 IST,ALLOW,TCP,10.10.20.21,51183,185.220.101.47,8443,3981,187
2026-09-08 07:31:32 IST,ALLOW,TCP,10.10.20.21,51184,185.220.101.47,8443,4034,126
2026-09-08 08:02:09 IST,ALLOW,TCP,10.10.20.21,51185,185.220.101.47,8443,4087,155
2026-09-08 08:32:46 IST,ALLOW,TCP,10.10.20.21,51186,185.220.101.47,8443,4140,184
2026-09-08 09:01:22 IST,ALLOW,TCP,10.10.20.21,51187,185.220.101.47,8443,4193,123
2026-09-08 09:31:59 IST,ALLOW,TCP,10.10.20.21,51188,185.220.101.47,8443,4246,152
2026-09-08 10:02:36 IST,ALLOW,TCP,10.10.20.21,51189,185.220.101.47,8443,4299,181
2026-09-08 10:31:12 IST,ALLOW,TCP,10.10.20.21,51190,185.220.101.47,8443,4352,120
2026-09-08 11:01:49 IST,ALLOW,TCP,10.10.20.21,51191,185.220.101.47,8443,4405,149
2026-09-08 11:32:26 IST,ALLOW,TCP,10.10.20.21,51192,185.220.101.47,8443,4458,178
2026-09-08 12:01:02 IST,ALLOW,TCP,10.10.20.21,51193,185.220.101.47,8443,3784,117
2026-09-08 12:31:39 IST,ALLOW,TCP,10.10.20.21,51194,185.220.101.47,8443,3837,146
2026-09-08 13:02:16 IST,ALLOW,TCP,10.10.20.21,51195,185.220.101.47,8443,3890,175
2026-09-08 13:32:53 IST,ALLOW,TCP,10.10.20.21,51196,185.220.101.47,8443,3943,114
2026-09-08 14:01:29 IST,ALLOW,TCP,10.10.20.21,51197,185.220.101.47,8443,3996,143
2026-09-08 14:32:06 IST,ALLOW,TCP,10.10.20.21,51198,185.220.101.47,8443,4049,172
2026-09-08 15:02:43 IST,ALLOW,TCP,10.10.20.21,51199,185.220.101.47,8443,4102,111
2026-09-08 15:31:19 IST,ALLOW,TCP,10.10.20.21,51200,185.220.101.47,8443,4155,140
2026-09-08 16:01:56 IST,ALLOW,TCP,10.10.20.21,51201,185.220.101.47,8443,4208,169
2026-09-08 16:32:33 IST,ALLOW,TCP,10.10.20.21,51202,185.220.101.47,8443,4261,108
2026-09-08 17:01:09 IST,ALLOW,TCP,10.10.20.21,51203,185.220.101.47,8443,4314,137
2026-09-08 17:31:46 IST,ALLOW,TCP,10.10.20.21,51204,185.220.101.47,8443,4367,166
2026-09-08 18:02:23 IST,ALLOW,TCP,10.10.20.21,51205,185.220.101.47,8443,4420,105
2026-09-08 18:33:00 IST,ALLOW,TCP,10.10.20.21,51206,185.220.101.47,8443,3746,134
2026-09-08 19:01:36 IST,ALLOW,TCP,10.10.20.21,51207,185.220.101.47,8443,3799,163
2026-09-08 19:32:13 IST,ALLOW,TCP,10.10.20.21,51208,185.220.101.47,8443,3852,102
2026-09-08 20:02:50 IST,ALLOW,TCP,10.10.20.21,51209,185.220.101.47,8443,3905,131
2026-09-08 20:31:26 IST,ALLOW,TCP,10.10.20.21,51210,185.220.101.47,8443,3958,160
2026-09-08 21:02:03 IST,ALLOW,TCP,10.10.20.21,51211,185.220.101.47,8443,4011,189
2026-09-08 21:32:40 IST,ALLOW,TCP,10.10.20.21,51212,185.220.101.47,8443,4064,128
2026-09-08 22:01:16 IST,ALLOW,TCP,10.10.20.21,51213,185.220.101.47,8443,4117,157
2026-09-08 22:31:53 IST,ALLOW,TCP,10.10.20.21,51214,185.220.101.47,8443,4170,186
2026-09-08 23:02:30 IST,ALLOW,TCP,10.10.20.21,51215,185.220.101.47,8443,4223,125
2026-09-08 23:31:06 IST,ALLOW,TCP,10.10.20.21,51216,185.220.101.47,8443,4276,154
2026-09-09 00:01:43 IST,ALLOW,TCP,10.10.20.21,51217,185.220.101.47,8443,4329,183
2026-09-09 00:32:20 IST,ALLOW,TCP,10.10.20.21,51218,185.220.101.47,8443,4382,122
2026-09-09 01:02:57 IST,ALLOW,TCP,10.10.20.21,51219,185.220.101.47,8443,4435,151
2026-09-09 01:31:33 IST,ALLOW,TCP,10.10.20.21,51220,185.220.101.47,8443,3761,180
2026-09-09 02:02:10 IST,ALLOW,TCP,10.10.20.21,51221,185.220.101.47,8443,3814,119
2026-09-09 02:32:47 IST,ALLOW,TCP,10.10.20.21,51222,185.220.101.47,8443,3867,148
2026-09-09 03:01:23 IST,ALLOW,TCP,10.10.20.21,51223,185.220.101.47,8443,3920,177
2026-09-09 03:32:00 IST,ALLOW,TCP,10.10.20.21,51224,185.220.101.47,8443,3973,116
2026-09-09 04:02:37 IST,ALLOW,TCP,10.10.20.21,51225,185.220.101.47,8443,4026,145
2026-09-09 04:31:13 IST,ALLOW,TCP,10.10.20.21,51226,185.220.101.47,8443,4079,174
2026-09-09 05:01:50 IST,ALLOW,TCP,10.10.20.21,51227,185.220.101.47,8443,4132,113
2026-09-09 05:32:27 IST,ALLOW,TCP,10.10.20.21,51228,185.220.101.47,8443,4185,142
2026-09-09 06:01:03 IST,ALLOW,TCP,10.10.20.21,51229,185.220.101.47,8443,4238,171
2026-09-09 06:31:40 IST,ALLOW,TCP,10.10.20.21,51230,185.220.101.47,8443,4291,110
2026-09-09 07:02:17 IST,ALLOW,TCP,10.10.20.21,51231,185.220.101.47,8443,4344,139
2026-09-09 07:32:54 IST,ALLOW,TCP,10.10.20.21,51232,185.220.101.47,8443,4397,168
2026-09-09 08:01:30 IST,ALLOW,TCP,10.10.20.21,51233,185.220.101.47,8443,4450,107
2026-09-09 08:32:07 IST,ALLOW,TCP,10.10.20.21,51234,185.220.101.47,8443,3776,136
2026-09-09 09:02:44 IST,ALLOW,TCP,10.10.20.21,51235,185.220.101.47,8443,3829,165
2026-09-09 09:31:20 IST,ALLOW,TCP,10.10.20.21,51236,185.220.101.47,8443,3882,104
2026-09-09 10:01:57 IST,ALLOW,TCP,10.10.20.21,51237,185.220.101.47,8443,3935,133
2026-09-09 10:32:04 IST,DENY,TCP,10.10.20.21,51238,185.220.101.47,8443,0,0
