timestamp_ist,event_id,host,logon_type,account,domain,source_ip,status,sub_status
2026-09-03 10:35:58 IST,4625,WEB-PRD-01,10,ftpadmin,VISTARA,91.240.118.172,0xC000006A,0xC0000064
2026-09-03 10:36:23 IST,4625,WEB-PRD-01,10,backup,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 10:36:27 IST,4625,WEB-PRD-01,10,svc_portal,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 10:36:36 IST,4625,WEB-PRD-01,10,rajesh.kulkarni,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 10:38:18 IST,4625,WEB-PRD-01,10,svc_portal,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 10:38:38 IST,4625,WEB-PRD-01,10,admin,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 10:38:42 IST,4625,WEB-PRD-01,10,test,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 10:39:40 IST,4625,WEB-PRD-01,10,vistara,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 10:39:56 IST,4625,WEB-PRD-01,10,admin,VISTARA,94.102.49.190,0xC000006A,0xC0000064
2026-09-03 10:40:02 IST,4625,WEB-PRD-01,10,operator,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 10:40:30 IST,4625,WEB-PRD-01,10,operator,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 10:40:31 IST,4625,WEB-PRD-01,10,vistara,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 10:40:54 IST,4625,WEB-PRD-01,10,test,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 10:41:00 IST,4625,WEB-PRD-01,10,admin,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 10:41:01 IST,4625,WEB-PRD-01,10,rajesh.kulkarni,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 10:41:43 IST,4625,WEB-PRD-01,10,backup,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 10:41:55 IST,4625,WEB-PRD-01,10,svc_portal,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 10:43:06 IST,4625,WEB-PRD-01,10,rajesh.kulkarni,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 10:43:41 IST,4625,WEB-PRD-01,10,svc_portal,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 10:44:01 IST,4625,WEB-PRD-01,10,test,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 10:44:05 IST,4625,WEB-PRD-01,10,vistara,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 10:44:41 IST,4625,WEB-PRD-01,10,administrator,VISTARA,91.240.118.172,0xC000006A,0xC0000064
2026-09-03 10:45:16 IST,4625,WEB-PRD-01,10,operator,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 10:45:51 IST,4625,WEB-PRD-01,10,admin,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 10:46:47 IST,4625,WEB-PRD-01,10,test,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 10:46:59 IST,4625,WEB-PRD-01,10,administrator,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 10:47:45 IST,4625,WEB-PRD-01,10,administrator,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 10:48:03 IST,4625,WEB-PRD-01,10,admin,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 10:48:18 IST,4625,WEB-PRD-01,10,rajesh.kulkarni,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 10:48:21 IST,4625,WEB-PRD-01,10,administrator,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 10:48:26 IST,4625,WEB-PRD-01,10,test,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 10:48:32 IST,4625,WEB-PRD-01,10,svc_portal,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 10:51:08 IST,4625,WEB-PRD-01,10,vistara,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 10:51:37 IST,4625,WEB-PRD-01,10,admin,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 10:51:51 IST,4625,WEB-PRD-01,10,test,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 10:51:54 IST,4625,WEB-PRD-01,10,vistara,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 10:52:01 IST,4625,WEB-PRD-01,10,test,VISTARA,89.248.165.52,0xC000006A,0xC0000064
2026-09-03 10:52:51 IST,4625,WEB-PRD-01,10,ftpadmin,VISTARA,89.248.165.52,0xC000006A,0xC0000064
2026-09-03 10:53:05 IST,4625,WEB-PRD-01,10,svc_portal,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 10:53:10 IST,4625,WEB-PRD-01,10,operator,VISTARA,45.148.10.91,0xC000006A,0xC0000064
2026-09-03 10:53:21 IST,4625,WEB-PRD-01,10,test,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 10:53:33 IST,4625,WEB-PRD-01,10,rajesh.kulkarni,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 10:53:45 IST,4625,WEB-PRD-01,10,rajesh.kulkarni,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 10:53:54 IST,4625,WEB-PRD-01,10,administrator,VISTARA,94.102.49.190,0xC000006A,0xC0000064
2026-09-03 10:54:15 IST,4625,WEB-PRD-01,10,test,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 10:54:23 IST,4625,WEB-PRD-01,10,operator,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 10:54:38 IST,4625,WEB-PRD-01,10,test,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 10:54:39 IST,4625,WEB-PRD-01,10,svc_portal,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 10:55:31 IST,4625,WEB-PRD-01,10,vistara,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 10:55:33 IST,4625,WEB-PRD-01,10,user,VISTARA,89.248.165.52,0xC000006A,0xC0000064
2026-09-03 10:56:07 IST,4625,WEB-PRD-01,10,ftpadmin,VISTARA,89.248.165.52,0xC000006A,0xC0000064
2026-09-03 10:56:12 IST,4625,WEB-PRD-01,10,admin,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 10:56:16 IST,4625,WEB-PRD-01,10,operator,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 10:56:56 IST,4625,WEB-PRD-01,10,operator,VISTARA,91.240.118.172,0xC000006A,0xC0000064
2026-09-03 10:57:03 IST,4625,WEB-PRD-01,10,backup,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 10:57:08 IST,4625,WEB-PRD-01,10,vistara,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 10:57:28 IST,4625,WEB-PRD-01,10,administrator,VISTARA,162.243.129.77,0xC000006A,0xC0000064
2026-09-03 10:58:28 IST,4625,WEB-PRD-01,10,rajesh.kulkarni,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 10:58:37 IST,4625,WEB-PRD-01,10,rajesh.kulkarni,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 10:59:38 IST,4625,WEB-PRD-01,10,admin,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 10:59:42 IST,4625,WEB-PRD-01,10,backup,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 10:59:54 IST,4625,WEB-PRD-01,10,backup,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:00:18 IST,4625,WEB-PRD-01,10,rajesh.kulkarni,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 11:02:47 IST,4625,WEB-PRD-01,10,rajesh.kulkarni,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 11:06:03 IST,4625,WEB-PRD-01,10,admin,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:06:49 IST,4625,WEB-PRD-01,10,administrator,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:07:25 IST,4625,WEB-PRD-01,10,svc_portal,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 11:07:47 IST,4625,WEB-PRD-01,10,user,VISTARA,45.148.10.91,0xC000006A,0xC0000064
2026-09-03 11:08:16 IST,4625,WEB-PRD-01,10,operator,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:09:00 IST,4625,WEB-PRD-01,10,svc_portal,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 11:09:09 IST,4625,WEB-PRD-01,10,operator,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:09:18 IST,4625,WEB-PRD-01,10,administrator,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:09:30 IST,4625,WEB-PRD-01,10,operator,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:09:43 IST,4625,WEB-PRD-01,10,svc_portal,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 11:09:48 IST,4625,WEB-PRD-01,10,vistara,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:10:10 IST,4625,WEB-PRD-01,10,admin,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:10:27 IST,4625,WEB-PRD-01,10,admin,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:10:39 IST,4625,WEB-PRD-01,10,test,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:10:58 IST,4625,WEB-PRD-01,10,admin,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:11:09 IST,4625,WEB-PRD-01,10,administrator,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:11:47 IST,4625,WEB-PRD-01,10,test,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:12:57 IST,4625,WEB-PRD-01,10,administrator,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:13:37 IST,4625,WEB-PRD-01,10,backup,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:13:43 IST,4625,WEB-PRD-01,10,administrator,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:14:27 IST,4625,WEB-PRD-01,10,administrator,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:15:21 IST,4625,WEB-PRD-01,10,admin,VISTARA,185.176.27.44,0xC000006A,0xC0000064
2026-09-03 11:17:08 IST,4625,WEB-PRD-01,10,operator,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:17:58 IST,4625,WEB-PRD-01,10,rajesh.kulkarni,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 11:18:35 IST,4625,WEB-PRD-01,10,rajesh.kulkarni,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 11:18:54 IST,4625,WEB-PRD-01,10,backup,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:19:05 IST,4625,WEB-PRD-01,10,administrator,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:19:45 IST,4625,WEB-PRD-01,10,admin,VISTARA,45.148.10.91,0xC000006A,0xC0000064
2026-09-03 11:20:00 IST,4625,WEB-PRD-01,10,admin,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:21:40 IST,4625,WEB-PRD-01,10,test,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:21:46 IST,4625,WEB-PRD-01,10,vistara,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:22:26 IST,4625,WEB-PRD-01,10,svc_portal,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 11:22:57 IST,4625,WEB-PRD-01,10,admin,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:23:24 IST,4625,WEB-PRD-01,10,svc_portal,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 11:24:45 IST,4625,WEB-PRD-01,10,backup,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:25:27 IST,4625,WEB-PRD-01,10,admin,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:25:36 IST,4625,WEB-PRD-01,10,admin,VISTARA,45.148.10.91,0xC000006A,0xC0000064
2026-09-03 11:26:20 IST,4625,WEB-PRD-01,10,svc_portal,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 11:26:56 IST,4625,WEB-PRD-01,10,backup,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:27:06 IST,4625,WEB-PRD-01,10,admin,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:27:40 IST,4625,WEB-PRD-01,10,svc_portal,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 11:27:43 IST,4625,WEB-PRD-01,10,operator,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:27:45 IST,4625,WEB-PRD-01,10,backup,VISTARA,193.32.162.157,0xC000006A,0xC0000064
2026-09-03 11:27:58 IST,4625,WEB-PRD-01,10,backup,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:28:10 IST,4625,WEB-PRD-01,10,admin,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:28:34 IST,4625,WEB-PRD-01,10,administrator,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:29:23 IST,4625,WEB-PRD-01,10,operator,VISTARA,91.240.118.172,0xC000006A,0xC0000064
2026-09-03 11:29:55 IST,4625,WEB-PRD-01,10,svc_portal,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 11:29:59 IST,4625,WEB-PRD-01,10,vistara,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:30:28 IST,4625,WEB-PRD-01,10,admin,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:30:42 IST,4625,WEB-PRD-01,10,test,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:31:07 IST,4625,WEB-PRD-01,10,rajesh.kulkarni,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 11:31:39 IST,4625,WEB-PRD-01,10,test,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:32:41 IST,4625,WEB-PRD-01,10,operator,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:33:07 IST,4625,WEB-PRD-01,10,admin,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:33:26 IST,4625,WEB-PRD-01,10,test,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:33:51 IST,4625,WEB-PRD-01,10,operator,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:33:51 IST,4625,WEB-PRD-01,10,operator,VISTARA,193.32.162.157,0xC000006A,0xC0000064
2026-09-03 11:34:17 IST,4625,WEB-PRD-01,10,svc_portal,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 11:34:28 IST,4625,WEB-PRD-01,10,operator,VISTARA,185.176.27.44,0xC000006A,0xC0000064
2026-09-03 11:34:58 IST,4625,WEB-PRD-01,10,backup,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:35:25 IST,4625,WEB-PRD-01,10,vistara,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:36:02 IST,4625,WEB-PRD-01,10,admin,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:37:58 IST,4625,WEB-PRD-01,10,vistara,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:38:04 IST,4625,WEB-PRD-01,10,rajesh.kulkarni,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 11:38:19 IST,4625,WEB-PRD-01,10,operator,VISTARA,162.243.129.77,0xC000006A,0xC0000064
2026-09-03 11:38:42 IST,4625,WEB-PRD-01,10,svc_portal,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 11:39:27 IST,4625,WEB-PRD-01,10,svc_portal,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 11:39:40 IST,4625,WEB-PRD-01,10,admin,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:40:00 IST,4625,WEB-PRD-01,10,administrator,VISTARA,45.155.90.23,0xC000006A,0xC0000064
2026-09-03 11:40:54 IST,4625,WEB-PRD-01,10,svc_portal,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 11:41:01 IST,4625,WEB-PRD-01,10,svc_portal,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 11:41:16 IST,4625,WEB-PRD-01,10,rajesh.kulkarni,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 11:41:40 IST,4625,WEB-PRD-01,10,svc_portal,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 11:41:41 IST,4625,WEB-PRD-01,10,rajesh.kulkarni,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 11:41:41 IST,4625,WEB-PRD-01,10,user,VISTARA,89.248.165.52,0xC000006A,0xC0000064
2026-09-03 11:42:23 IST,4625,WEB-PRD-01,10,svc_portal,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 11:42:54 IST,4625,WEB-PRD-01,10,svc_portal,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 11:43:38 IST,4625,WEB-PRD-01,10,operator,VISTARA,185.176.27.44,0xC000006A,0xC0000064
2026-09-03 11:44:13 IST,4625,WEB-PRD-01,10,svc_portal,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 11:44:43 IST,4625,WEB-PRD-01,10,svc_portal,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 11:44:54 IST,4625,WEB-PRD-01,10,svc_portal,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 11:45:21 IST,4625,WEB-PRD-01,10,svc_portal,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 11:45:52 IST,4625,WEB-PRD-01,10,rajesh.kulkarni,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 11:45:57 IST,4625,WEB-PRD-01,10,user,VISTARA,185.176.27.44,0xC000006A,0xC0000064
2026-09-03 11:45:58 IST,4625,WEB-PRD-01,10,svc_portal,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 11:46:31 IST,4625,WEB-PRD-01,10,svc_portal,VISTARA,45.155.90.23,0xC000006A,0xC000006A
2026-09-03 11:47:19 IST,4625,WEB-PRD-01,10,test,VISTARA,91.240.118.172,0xC000006A,0xC0000064
2026-09-03 11:48:27 IST,4625,WEB-PRD-01,10,admin,VISTARA,45.148.10.91,0xC000006A,0xC0000064
